2016-03-22T14:29:28.426Z, load, https://self-repair.mozilla.org/en-US/repair/, 
2016-03-22T14:29:51.008Z, load, https://www.facebook.com/, 
2016-03-22T14:30:00.245Z, beforeunload, https://www.facebook.com/, 
2016-03-22T14:30:02.211Z, load, https://www.facebook.com/, 
2016-03-22T14:30:07.416Z, click, https://www.facebook.com/, 
2016-03-22T14:30:38.304Z, click, https://www.facebook.com/, 
2016-03-22T14:30:49.666Z, click, https://www.facebook.com/, https://www.facebook.com/#
2016-03-22T14:31:12.540Z, load, https://www.facebook.com/, 
2016-03-22T14:31:12.907Z, beforeunload, https://www.facebook.com/, 
2016-03-22T14:31:15.055Z, load, https://www.google.be/?gws_rd=ssl, 
2016-03-22T14:31:23.115Z, beforeunload, https://www.google.be/?gws_rd=ssl, 
2016-03-22T14:31:23.695Z, load, https://www.google.be/search?num=20&site=&source=hp&q=bart+demoen&oq=bart+demoen&gs_l=hp.3..0l2j0i22i30l3.4663.6864.0.7917.12.11.0.1.1.0.56.512.11.11.0....0...1c.1.64.hp..0.11.470.0.QB69396q5Ew, 
2016-03-22T14:31:25.725Z, click, https://www.google.be/search?num=20&site=&source=hp&q=bart+demoen&oq=bart+demoen&gs_l=hp.3..0l2j0i22i30l3.4663.6864.0.7917.12.11.0.1.1.0.56.512.11.11.0....0...1c.1.64.hp..0.11.470.0.QB69396q5Ew, https://www.google.be/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwjKraiKwdTLAhVEfA4KHcVLBLYQFggcMAA&url=http%3A%2F%2Fwww.cs.kuleuven.ac.be%2F~bmd%2F&usg=AFQjCNE6FWz75sCoTg1NU9JEsPjty5J8SA&sig2=yuQy7pRs7-GcLT-jfdYicw
2016-03-22T14:31:25.761Z, beforeunload, https://www.google.be/search?num=20&site=&source=hp&q=bart+demoen&oq=bart+demoen&gs_l=hp.3..0l2j0i22i30l3.4663.6864.0.7917.12.11.0.1.1.0.56.512.11.11.0....0...1c.1.64.hp..0.11.470.0.QB69396q5Ew, 
2016-03-22T14:31:25.944Z, load, https://people.cs.kuleuven.be/~bart.demoen/, 
2016-03-22T14:31:33.252Z, click, https://people.cs.kuleuven.be/~bart.demoen/, http://people.cs.kuleuven.be/~bart.demoen/FCW/
2016-03-22T14:31:33.257Z, beforeunload, https://people.cs.kuleuven.be/~bart.demoen/, 
2016-03-22T14:31:33.333Z, load, https://people.cs.kuleuven.be/~bart.demoen/FCW/, 
2016-03-22T14:31:37.594Z, load, https://people.cs.kuleuven.be/~bart.demoen/FCW/fcw4maart16.pdf, 
2016-03-22T14:32:07.195Z, load, http://deredactie.be/cm/vrtnieuws, 
2016-03-22T14:32:10.509Z, click, http://deredactie.be/cm/vrtnieuws, http://deredactie.be/cm/vrtnieuws/Livecenter
2016-03-22T14:32:10.538Z, beforeunload, http://deredactie.be/cm/vrtnieuws, 
2016-03-22T14:32:11.010Z, load, http://deredactie.be/cm/vrtnieuws/Livecenter, 
2016-03-22T14:33:35.038Z, load, http://www.kuleuven.be/kuleuven/crisis, 
2016-03-22T14:33:37.633Z, click, http://www.kuleuven.be/kuleuven/crisis, http://www.kuleuven.be/studenten/
2016-03-22T14:33:37.645Z, beforeunload, http://www.kuleuven.be/kuleuven/crisis, 
2016-03-22T14:33:38.455Z, load, http://www.kuleuven.be/studenten/, 
2016-03-22T14:33:53.744Z, click, http://www.kuleuven.be/studenten/, http://www.kuleuven.be/onderwijs/student
2016-03-22T14:33:53.757Z, beforeunload, http://www.kuleuven.be/studenten/, 
2016-03-22T14:33:54.799Z, load, http://www.kuleuven.be/onderwijs/student, 
2016-03-22T14:33:58.093Z, click, http://www.kuleuven.be/onderwijs/student, http://eng.kuleuven.be/studenten
2016-03-22T14:33:58.106Z, beforeunload, http://www.kuleuven.be/onderwijs/student, 
2016-03-22T14:33:58.731Z, load, http://eng.kuleuven.be/studenten, 
2016-03-22T14:34:00.164Z, click, http://eng.kuleuven.be/studenten, https://eng.kuleuven.be/studenten/masterproef/masterproef/index.html
2016-03-22T14:34:00.173Z, beforeunload, http://eng.kuleuven.be/studenten, 
2016-03-22T14:34:01.255Z, load, https://eng.kuleuven.be/studenten/masterproef/masterproef/index.html, 
2016-03-22T14:34:04.108Z, click, https://eng.kuleuven.be/studenten/masterproef/masterproef/index.html, https://eng.kuleuven.be/studenten/masterproef/masterproef/masterproef
2016-03-22T14:34:04.119Z, beforeunload, https://eng.kuleuven.be/studenten/masterproef/masterproef/index.html, 
2016-03-22T14:34:04.701Z, load, https://eng.kuleuven.be/studenten/masterproef/masterproef/masterproef, 
